"Spanish","Picture","English","Audio","Ranking","tags","deck"
"futuro (adj)","<img src=""paste-973183754698753.jpg"" />","future (adj)","[sound:yandex-d143df79-6d0a9e20-ca7146ee-8895c816-3e16b4dd.mp3]","1300"," 1500 nm ","Essential Spanish Vocabulary Top 5000"
"gasto (nm)","<img src=""paste-968918852173825.jpg"" />","expense, expenditure","[sound:yandex-e8b13801-9e07e633-2b04267b-12f23329-2b975a49.mp3]","1249"," 1500 nm ","Essential Spanish Vocabulary Top 5000"
"gato (nm)","<img src=""paste-424385718517761.jpg"" />","cat","[sound:yandex-4b865903-28595ba6-1634d5d9-21184936-df06c0c4.mp3]","1412"," 1500 nm ","Essential Spanish Vocabulary Top 5000"
"general (nm)","<img src=""paste-425768697987073.jpg"" />","general (nm)","[sound:yandex-936b6e63-2ee9b46c-c1590d4a-e76d8b91-b31db477.mp3]","1400"," 1500 nm ","Essential Spanish Vocabulary Top 5000"
"gesto (nm)","<img src=""paste-36369783062529.jpg"" />","gesture","[sound:yandex-04909f02-1343679a-7eaed8b7-485af21f-73988555.mp3]","1065"," 1500 nm ","Essential Spanish Vocabulary Top 5000"
"habitante (nm)","<img src=""paste-428526066991105.jpg"" />","inhabitant","[sound:yandex-d1ef79b7-59974276-caed9599-86ec607c-926582bb.mp3]","1287"," 1500 nm ","Essential Spanish Vocabulary Top 5000"
"honor (nm)","<img src=""paste-429904751493121.jpg"" />","honor, honesty","[sound:yandex-36bb02ed-3f1dbd8e-b086a1d0-0eebc3f6-655473c5.mp3]","1211"," 1500 nm ","Essential Spanish Vocabulary Top 5000"
"hospital (nm)","<img src=""paste-431283435995137.jpg"" />","hospital","[sound:yandex-2f1b04af-2891f871-fec0e2c7-f6b04b5c-230ad9c6.mp3]","1298"," 1500 nm ","Essential Spanish Vocabulary Top 5000"
"idioma (nm)","<img src=""paste-432662120497153.jpg"" />","language","[sound:yandex-740e75da-67674b42-e3430c5f-51f009ec-3e33b5c4.mp3]","1027"," 1500 nm ","Essential Spanish Vocabulary Top 5000"
"indio (nm)","<img src=""paste-434040804999169.jpg"" />","Indian","[sound:yandex-5bf3d9ad-ef4e53ee-c565e301-5f22e7b4-687a6fa3.mp3]","1411"," 1500 nm ","Essential Spanish Vocabulary Top 5000"
"individuo (nm)","<img src=""paste-435419489501185.jpg"" />","individual, person","[sound:yandex-ee26771a-990ac7d1-2989a280-3f3d5fa9-9a8fd672.mp3]","1037"," 1500 nm ","Essential Spanish Vocabulary Top 5000"
"instante (nm)","<img src=""paste-436802468970497.jpg"" />","instant, moment","[sound:yandex-0ea3c19e-6ff59cfc-388832d2-bcf06de9-24b58e6e.mp3]","1215"," 1500 nm ","Essential Spanish Vocabulary Top 5000"
"intento (nm)","<img src=""paste-950398953193473.jpg"" />","attempt, try","[sound:yandex-1bee70ef-3d7ffbc0-bdfcc2ef-57ca5b08-89127e4c.mp3]","1012"," 1500 nm ","Essential Spanish Vocabulary Top 5000"
"interior (adj)","<img src=""paste-439559837974529.jpg"" />","interior, inside (adj)","[sound:yandex-795fb15d-e0faaa41-627d49b1-35af57a1-2a673e58.mp3]","1263"," 1500 nm ","Essential Spanish Vocabulary Top 5000"
"invierno (nm)","<img src=""paste-440938522476545.jpg"" />","winter","[sound:google-8e966996-4de05fe9-5b7a24f4-7fe841dc-06207943.mp3]","1340"," 1500 nm ","Essential Spanish Vocabulary Top 5000"
"kilómetro (nm)","<img src=""paste-442317206978561.jpg"" />","kilometer","[sound:google-2f9e05f1-511843c5-f51f01b2-11f4c518-2e7eb52c.mp3]","1297"," 1500 nm ","Essential Spanish Vocabulary Top 5000"
"maestro (adj)","<img src=""paste-443695891480577.jpg"" />","master (adj)","[sound:google-eefc8220-8c0089d1-c78c9845-c6d4cd47-8f67fac1.mp3]","1469"," 1500 nm ","Essential Spanish Vocabulary Top 5000"
"marco (nm)","<img src=""paste-95343979003905.jpg"" />","frame, mark, setting","[sound:google-a1109bb4-9e409ce0-882d4ec6-442c9ee4-53529f37.mp3]","1316"," 1500 nm ","Essential Spanish Vocabulary Top 5000"
"marido (nm)","<img src=""paste-446453260484609.jpg"" />","husband","[sound:google-db245f87-c33c3b5a-eadede5c-0048c6da-c463ad97.mp3]","1032"," 1500 nm ","Essential Spanish Vocabulary Top 5000"
"material (adj)","<img src=""paste-447831944986625.jpg"" />","material (adj)","[sound:google-95da4cb0-c4d632ac-74275a9a-1209d6dd-670cf85e.mp3]","1414"," 1500 nm ","Essential Spanish Vocabulary Top 5000"
"matrimonio (nm)","<img src=""paste-449214924455937.jpg"" />","marriage, married couple","[sound:google-f23b1d3a-7d2184a3-756f1e01-42dde05a-d8c26489.mp3]","1109"," 1500 nm ","Essential Spanish Vocabulary Top 5000"
"mayo (nm)","<img src=""paste-936169726541825.jpg"" />","May","[sound:google-11a7f3ea-0ecf2ff0-8fc0e4c8-fd95080c-f998cd20.mp3]","1422"," 1500 nm ","Essential Spanish Vocabulary Top 5000"
"mensaje (nm)","<img src=""paste-451972293459969.jpg"" />","message","[sound:google-d692002c-56c851c1-edef431a-6eaf56df-4b6e179e.mp3]","1047"," 1500 nm ","Essential Spanish Vocabulary Top 5000"
"método (nm)","<img src=""paste-453350977961985.jpg"" />","method","[sound:google-4eebe013-cee53616-717ac8dd-6fe65b1e-96b026ba.mp3]","1129"," 1500 nm ","Essential Spanish Vocabulary Top 5000"
"nacimiento (nm)","<img src=""paste-454729662464001.jpg"" />","birth, origin","[sound:google-c2283db3-387866da-309549dd-984a820a-b149df33.mp3]","1339"," 1500 nm ","Essential Spanish Vocabulary Top 5000"
"organismo (nm)","<img src=""paste-456108346966017.jpg"" />","organization, organism, human body","[sound:google-afcbac31-47672388-6c5d1ab0-5074eebb-0294c5a3.mp3]","1458"," 1500 nm ","Essential Spanish Vocabulary Top 5000"
"pan (nm)","<img src=""paste-457487031468033.jpg"" />","bread","[sound:google-7a2e79b4-d99a19de-54e1fc53-edeebb53-0ce283ad.mp3]","1392"," 1500 nm ","Essential Spanish Vocabulary Top 5000"
"particular (nm)","<img src=""paste-921923320020993.jpg"" />","particular, detail, individual (nm)","[sound:google-60fe3691-83c36594-dd22816a-c27294f1-9ad082b5.mp3]","1260"," 1500 nm ","Essential Spanish Vocabulary Top 5000"
"pelo (nm)","<img src=""paste-460257285373953.jpg"" />","hair&nbsp;[also cabello]","[sound:google-0e3baea0-7058cb82-07158734-bb65fbc0-cae47f8e.mp3]","1056"," 1500 nm ","Essential Spanish Vocabulary Top 5000"
"período (nm)","<img src=""paste-913380630069249.jpg"" />","period, time","[sound:google-9059c779-66831c05-7803b638-0cf6ffb9-963131fd.mp3]","1440"," 1500 nm ","Essential Spanish Vocabulary Top 5000"
"personal (nm)","<img src=""paste-916228193386497.jpg"" />","personnel, staff, staffing (nm)","[sound:google-8c35f646-783dbbc4-c0dd750d-3a4a028c-a73a3bdc.mp3]","1404"," 1500 nm ","Essential Spanish Vocabulary Top 5000"
"placer (nm)","<img src=""paste-464393338880001.jpg"" />","pleasure","[sound:google-fbb883a5-36d3d8bd-7d66d735-0eae834b-428c2559.mp3]","1205"," 1500 nm ","Essential Spanish Vocabulary Top 5000"
"plazo (nm)","<img src=""paste-465772023382017.jpg"" />","deadline, installment","[sound:google-6a618768-783fcea6-654775af-2dfa5987-0aebdfbe.mp3]","1295"," 1500 nm ","Essential Spanish Vocabulary Top 5000"
"premio (nm)","<img src=""paste-467150707884033.jpg"" />","prize, reward","[sound:google-bc9a49b1-9cff7d24-f6d2b1ab-721150ee-ccbda5af.mp3]","1337"," 1500 nm ","Essential Spanish Vocabulary Top 5000"
"presente (adj)","<img src=""paste-1022953835724801.jpg"" />","present, current (adj)","[sound:google-0eb046ee-c894880a-ea72c413-912ba400-89a4ea67.mp3]","1088"," 1500 nm ","Essential Spanish Vocabulary Top 5000"
"puente (nm)","<img src=""paste-469908076888065.jpg"" />","bridge","[sound:google-356045c3-e792f94b-f1979e23-c25a61e9-54a5606a.mp3]","1353"," 1500 nm ","Essential Spanish Vocabulary Top 5000"
"puerto (nm)","<img src=""paste-471291056357377.jpg"" />","port, harbor","[sound:google-9ba44e1c-f75939a1-ec6a3955-cd481c52-7a664d8c.mp3]","1364"," 1500 nm ","Essential Spanish Vocabulary Top 5000"
"rasgo (nm)","<img src=""paste-472669740859393.jpg"" />","feature, trait","[sound:google-fce7a5ce-f794af01-487e3183-3c11bf2a-851e2546.mp3]","1355"," 1500 nm ","Essential Spanish Vocabulary Top 5000"
"rato (nm)","<img src=""paste-679158883549185 (1).jpg"" />","moment, while, time","[sound:google-36844674-74d1fbc9-fdf9f096-5f5a06d5-aea535f7.mp3]","1478"," 1500 nm ","Essential Spanish Vocabulary Top 5000"
"régimen (nm)","<img src=""paste-475435699798017.jpg"" />","regime, diet","[sound:google-407ab917-5d75d7e9-c6b665c9-0901e3c3-a547b803.mp3]","1426"," 1500 nm ","Essential Spanish Vocabulary Top 5000"
"remedio (nm)","<img src=""paste-476814384300033.jpg"" />","alternative, cure, solution","[sound:google-a9422a0b-6848ec42-0a2544e5-dd5aa76a-5a8da1f9.mp3]","1379"," 1500 nm ","Essential Spanish Vocabulary Top 5000"
"rey (nm)","<img src=""paste-478193068802049.jpg"" />","king","[sound:google-4ae2f276-ac61f1f2-c9be911c-b4c92d06-b85ae41d.mp3]","1238"," 1500 nm ","Essential Spanish Vocabulary Top 5000"
"riesgo (nm)","<img src=""paste-479571753304065.jpg"" />","risk","[sound:google-075db998-f10efcbb-0909600a-de6ba302-2bf33d9c.mp3]","1016"," 1500 nm ","Essential Spanish Vocabulary Top 5000"
"ruido (nm)","<img src=""paste-480950437806081.jpg"" />","noise","[sound:google-f13fbbb9-e22ef24c-7d0c20a3-ec9aa035-39bbdcde.mp3]","1184"," 1500 nm ","Essential Spanish Vocabulary Top 5000"
"salto (nm)","<img src=""paste-482329122308097.jpg"" />","jump, hop, skip","[sound:google-3fbfdd3c-e805b957-d95f1553-298ade84-099123e7.mp3]","1391"," 1500 nm ","Essential Spanish Vocabulary Top 5000"
"sector (nm)","<img src=""paste-887731085377537.jpg"" />","sector, area, section","[sound:google-a6873cfb-c354de48-20a2bbdf-4f058e09-867cca36.mp3]","1096"," 1500 nm ","Essential Spanish Vocabulary Top 5000"
"signo (nm)","<img src=""paste-485090786279425.jpg"" />","sign, mark, symbol","[sound:google-299748c0-012f7895-2bbe890d-b20b4686-4c0c4e86.mp3]","1359"," 1500 nm ","Essential Spanish Vocabulary Top 5000"
"sonido (nm)","<img src=""paste-486469470781441.jpg"" />","sound","[sound:google-a96d4561-c9b00599-ae31543d-80f3c7eb-5ba0635c.mp3]","1192"," 1500 nm ","Essential Spanish Vocabulary Top 5000"
"sur (nm)","<img src=""paste-872037274877953.jpg"" />","south","[sound:google-48fc5458-462f89d6-c81731fe-4a067626-3be3d29f.mp3]","1064"," 1500 nm ","Essential Spanish Vocabulary Top 5000"
"techo (nm)","<img src=""paste-489226839785473.jpg"" />","ceiling, roof","[sound:google-f6b4087a-a97ba80c-df76f380-20cc3a86-2d30c4d6.mp3]","1386"," 1500 nm ","Essential Spanish Vocabulary Top 5000"
"temor (nm)","<img src=""paste-490605524287489.jpg"" />","fear [also miedo]","[sound:google-1df791e0-1fc05b4d-b759f1be-30ecea0d-41faa487.mp3]","1154"," 1500 nm ","Essential Spanish Vocabulary Top 5000"
"territorio (nm)","<img src=""paste-491984208789505.jpg"" />","territory","[sound:google-d4cfb0c2-0639d313-8236357a-dda38737-ce2592c0.mp3]","1382"," 1500 nm ","Essential Spanish Vocabulary Top 5000"
"en torno a<br>torno (nm)","<img src=""paste-493362893291521.jpg"" />","about, regarding","[sound:yandex-62c6f06a-c88d2791-1d1c2525-c04082b3-1483b258.mp3]","1230"," 1500 nm ","Essential Spanish Vocabulary Top 5000"
"total (nm)","<img src=""paste-370513943724033.jpg"" />","sum, total (nm)","[sound:google-881f6bc3-86050227-7e45c2a1-89a63e53-332d6b7e.mp3]","1043"," 1500 nm ","Essential Spanish Vocabulary Top 5000"
"tratamiento (nm)","<img src=""paste-496124557262849.jpg"" />","treatment, processing","[sound:google-d5247ce8-2cdcd63a-724afd4f-ba8338f0-2332d962.mp3]","1418"," 1500 nm ","Essential Spanish Vocabulary Top 5000"
"trato (nm)","<img src=""paste-497503241764865.jpg"" />","treatment, manner, agreement","[sound:google-42c1f679-81cdff85-1fe2a425-b2364f19-1c0e704b.mp3]","1241"," 1500 nm ","Essential Spanish Vocabulary Top 5000"
"tren (nm)","<img src=""paste-498881926266881.jpg"" />","train, convoy","[sound:google-065d0a56-3ef8362a-8e833e38-d47e63e0-0b6e4df1.mp3]","1220"," 1500 nm ","Essential Spanish Vocabulary Top 5000"
"vehículo (nm)","<img src=""paste-500260610768897.jpg"" />","vehicle, car","[sound:google-c453ac69-1de27c14-9837f8f1-c0ea30c5-f8a02333.mp3]","1446"," 1500 nm ","Essential Spanish Vocabulary Top 5000"
"viento (nm)","<img src=""paste-501639295270913.jpg"" />","wind, scent","[sound:google-fb0f51d2-60b479c4-07d30d4c-03230e42-3d90faf5.mp3]","1216"," 1500 nm ","Essential Spanish Vocabulary Top 5000"
"volumen (nm)","<img src=""paste-503017979772929.jpg"" />","volume","[sound:google-4fbf6903-2a6e3faa-e8b1d5e4-8e09332e-98d33120.mp3]","1274"," 1500 nm ","Essential Spanish Vocabulary Top 5000"
"escritor (nm/f)","<img src=""paste-504396664274945.jpg"" />","writer","[sound:yandex-f33fd364-e8e70e0b-bd9af02b-e87f271a-c1cedd29.mp3]","1011"," 1500 nm/f ","Essential Spanish Vocabulary Top 5000"
"médico (adj)","<img src=""paste-505775348776961.jpg"" />","medical (adj)","[sound:google-30b2cd04-f3b94f6d-afc913d2-f49aa5f9-11c0d7d8.mp3]","1170"," 1500 nm/f ","Essential Spanish Vocabulary Top 5000"
"político (nm/f)","<img src=""paste-507158328246273.jpg"" />","politician (nm/f)","[sound:google-7f72c4cb-bce8a8a7-ca9f193d-635862b6-9c22e165.mp3]","1237"," 1500 nm/f ","Essential Spanish Vocabulary Top 5000"
"secretario (nm/f)","<img src=""paste-508537012748289.jpg"" />","secretary","[sound:google-f144715d-ac0c138e-cce7d539-7d805adf-9526ddf3.mp3]","1245"," 1500 nm/f ","Essential Spanish Vocabulary Top 5000"
"corte (nmf)","<img src=""paste-509915697250305.jpg"" />","court (f), cut (m)","[sound:yandex-2685cd07-650e52c8-f53ea1c5-61de20bc-a7426eb6.mp3]","1041"," 1500 nmf ","Essential Spanish Vocabulary Top 5000"
"margen (nmf)","<img src=""paste-511294381752321.jpg"" />","edge, margin, border, brink","[sound:google-f623b439-183e3a5d-11daa608-b78e127a-8ce09179.mp3]","1413"," 1500 nmf ","Essential Spanish Vocabulary Top 5000"
"once (num)","<img src=""paste-163539469729793.jpg"" />","eleven","[sound:google-d6fb2227-1addb5a6-fc417c26-2c1f1547-af455b59.mp3]","1455"," 1500 num ","Essential Spanish Vocabulary Top 5000"
"quince (num)","<img src=""paste-679931977662465.jpg"" />","fifteen","[sound:google-dbc08bb3-02c3c209-461cbc04-b8181957-f047ff9e.mp3]","1033"," 1500 num ","Essential Spanish Vocabulary Top 5000"
"sesenta (num)","<img src=""paste-515430435258369.jpg"" />","sixty","[sound:google-5fec1cfd-ce473d4d-772d0e63-1a2528b1-a1eaa17d.mp3]","1306"," 1500 num ","Essential Spanish Vocabulary Top 5000"
"aquél (pron)","<img src=""paste-63599875719169.jpg"" />","that one over there (m)","[sound:yandex-bce5399d-07612c6e-dade87cb-b8c4fdc5-a357a98e.mp3]","1390"," 1500 pron ","Essential Spanish Vocabulary Top 5000"
"os (pron)","<img src=""paste-163616779141121.jpg"" />","you (obj pl fam)","[sound:google-44fd64ac-5bd5e031-cab2ceb5-7862585e-ff88c4c8.mp3]","1373"," 1500 pron ","Essential Spanish Vocabulary Top 5000"
"aclarar (v)","<img src=""paste-519557898829825.jpg"" />","to clarify, clear up","[sound:yandex-2c7c9e19-4be14b9d-ac05c13f-1179edbb-50f83310.mp3]","1133"," 1500 v ","Essential Spanish Vocabulary Top 5000"
"acudir (v)","<img src=""paste-520936583331841.jpg"" />","to attend, go to, frequent","[sound:yandex-a03f1563-3feb9272-bbbd6755-4fcfbb11-68fed9e9.mp3]","1044"," 1500 v ","Essential Spanish Vocabulary Top 5000"
"acumular (v)","<img src=""paste-522315267833857.jpg"" />","to accumulate, amass","[sound:yandex-cc03dd14-a4ec0678-11d419d7-3c24cef3-43b6f38b.mp3]","1301"," 1500 v ","Essential Spanish Vocabulary Top 5000"
"adoptar (v)","<img src=""paste-10316511444993.jpg"" />","to adopt","[sound:yandex-49ab54d2-251de251-10fef854-970328d4-5bbd0e07.mp3]","1267"," 1500 v ","Essential Spanish Vocabulary Top 5000"
"alejar (v)","<img src=""paste-1064194111700993.jpg"" />","to move away","[sound:yandex-e14e4292-bf42575c-5cffedad-5a71c130-0ee7f7df.mp3]","1196"," 1500 v ","Essential Spanish Vocabulary Top 5000"
"amar (v)","<img src=""paste-15083925143553.jpg"" />","to love","[sound:yandex-90414407-ddc26e4c-22058496-46324c04-4896fddf.mp3]","1486"," 1500 v ","Essential Spanish Vocabulary Top 5000"
"añadir (v)","<img src=""paste-17136919511041.jpg"" />","to add","[sound:yandex-0163576e-ca185345-f64aba91-fdd6c788-4e19fdbd.mp3]","1369"," 1500 v ","Essential Spanish Vocabulary Top 5000"
"analizar (v)","<img src=""paste-19177028976641.jpg"" />","to analyze","[sound:yandex-c1dd9133-ed2f446e-d3e7b2de-503546ea-aefedce7.mp3]","1048"," 1500 v ","Essential Spanish Vocabulary Top 5000"
"animar (v)","<img src=""paste-21221433409537.jpg"" />","to cheer up","[sound:yandex-37f97d86-b8b762a9-4c58bc92-1040aed2-1c5d6e67.mp3]","1354"," 1500 v ","Essential Spanish Vocabulary Top 5000"
"apreciar (v)","<img src=""paste-131352984813569.jpg"" />","to appreciate","[sound:yandex-bbfd0f79-3058a087-a115009d-3bc68fcf-5660edef.mp3]","1483"," 1500 v ","Essential Spanish Vocabulary Top 5000"
"aprobar (v)","<img src=""paste-25971667238913.jpg"" />","to pass a test, approve","[sound:yandex-894ebf1b-f3da4465-f993a15e-4d3e5fe1-75a4f707.mp3]","1443"," 1500 v ","Essential Spanish Vocabulary Top 5000"
"apuntar (v)","<img src=""paste-28011776704513.jpg"" />","to point, note, aim","[sound:yandex-ea71ac49-13683ae1-81b0509b-17c940b6-9554ec13.mp3]","1361"," 1500 v ","Essential Spanish Vocabulary Top 5000"
"arrancar (v)","<img src=""paste-279061205090305.jpg"" />","to start a machine, uproot","[sound:yandex-b99f5e2f-09c4ba50-232dcab0-7a11cf14-f39c1759.mp3]","1268"," 1500 v ","Essential Spanish Vocabulary Top 5000"
"arrastrar (v)","<img src=""paste-1049952000147457.jpg"" />","to drag, pull","[sound:yandex-56c52344-4c297aad-3e36acd7-aaac0013-5227d05e.mp3]","1134"," 1500 v ","Essential Spanish Vocabulary Top 5000"
"arreglar (v)","<img src=""paste-34132105101313.jpg"" />","to fix, arrange","[sound:yandex-667d9c1e-a6b9fa93-958dfc3b-cdc64fb5-9665aaa5.mp3]","1351"," 1500 v ","Essential Spanish Vocabulary Top 5000"
"asumir (v)","<img src=""paste-1047108731797505.jpg"" />","to assume, take on","[sound:yandex-3d706f36-8d3adeb3-d779c8d7-60f6933c-d599cdea.mp3]","1132"," 1500 v ","Essential Spanish Vocabulary Top 5000"
"atacar (v)","<img src=""paste-38212324032513.jpg"" />","to attack","[sound:yandex-23cfdb22-1e097c89-2dfd8ecf-51d99340-13ab9451.mp3]","1393"," 1500 v ","Essential Spanish Vocabulary Top 5000"
"atraer (v)","<img src=""paste-40256728465409.jpg"" />","to attract","[sound:yandex-15956fae-0b1c4a1f-da6ee6f8-3fc67caa-ea8867e1.mp3]","1293"," 1500 v ","Essential Spanish Vocabulary Top 5000"
"atrever (v)","<img src=""paste-1045687097622529.jpg"" />","to dare","[sound:yandex-b5d5a78b-1c6db3a9-5f76c52d-9d4677e7-288d6a0b.mp3]","1276"," 1500 v ","Essential Spanish Vocabulary Top 5000"
"basar (v)","<img src=""paste-44336947396609.jpg"" />","to base on, base upon","[sound:yandex-86e330da-efdb3429-9ffc8cfb-abbc3b5a-cb4bde18.mp3]","1430"," 1500 v ","Essential Spanish Vocabulary Top 5000"
"beber (v)","<img src=""paste-46377056862209.jpg"" />","to drink","[sound:yandex-d8b9e86b-f41e3640-4e02300f-df405117-67656ee7.mp3]","1476"," 1500 v ","Essential Spanish Vocabulary Top 5000"
"calcular (v)","<img src=""paste-48417166327809.jpg"" />","to calculate, figure out","[sound:yandex-722437a5-e6ec933d-9b70542d-3ba0ab5c-97e7c400.mp3]","1155"," 1500 v ","Essential Spanish Vocabulary Top 5000"
"cantar (v)","<img src=""paste-50457275793409.jpg"" />","to sing","[sound:yandex-b6a4e2c1-e7556d75-2725a6e0-4fc74b4c-2f14cbe5.mp3]","1124"," 1500 v ","Essential Spanish Vocabulary Top 5000"
"casar (v)","<img src=""paste-52497385259009.jpg"" />","to marry","[sound:yandex-ff32c2f4-56f57692-79477d56-b18100bf-7407396e.mp3]","1105"," 1500 v ","Essential Spanish Vocabulary Top 5000"
"causar (v)","<img src=""paste-54537494724609.jpg"" />","to cause, bring about","[sound:yandex-f3742648-b37b0f62-23c55556-60bef41e-bd7a8be2.mp3]","1007"," 1500 v ","Essential Spanish Vocabulary Top 5000"
"ceder (v)","<img src=""paste-275049705635841 (1).jpg"" />","to give way, yield","[sound:yandex-3f154a42-2d75c65b-43626efb-10d33c26-a6526ccf.mp3]","1289"," 1500 v ","Essential Spanish Vocabulary Top 5000"
"celebrar (v)","<img src=""paste-1031466460905473.jpg"" />","to celebrate","[sound:yandex-1c9d41fa-10b0c862-14b0a24c-27809978-1f5d7571.mp3]","1059"," 1500 v ","Essential Spanish Vocabulary Top 5000"
"citar (v)","<img src=""paste-60644938219521.jpg"" />","to cite, quote","[sound:yandex-7549b314-d708d9cc-2c517336-8faed575-f588ad6b.mp3]","1077"," 1500 v ","Essential Spanish Vocabulary Top 5000"
"cobrar (v)","<img src=""paste-62685047685121.jpg"" />","to charge money","[sound:yandex-35ae154d-45bd511a-d61aeab1-63dc89a8-c7a55519.mp3]","1013"," 1500 v ","Essential Spanish Vocabulary Top 5000"
"cometer (v)","<img src=""paste-64725157150721.jpg"" />","to commit","[sound:yandex-079d2026-00a30434-2fcf20f1-45b55950-cb6efd8d.mp3]","1213"," 1500 v ","Essential Spanish Vocabulary Top 5000"
